id,denominacao_atual,endereco,bairro,distrito,secretaria,historico
5094,CENTRO DE MEMORIA DO CIRCO,AV SAO JOAO 473,,REPÚBLICA,CULTURA,"O Centro de Memória do Circo, primeiro centro de memória do Brasil consagrado exclusivamente ao circo e suas artes, nasceu da necessidade de reconstituir, preservar e difundir a história do circo no nosso país, parte importante da nossa história, e reafirmar a vocação circense do local em que se encontra: o Largo do Paissandu, principal referência do circo brasileiro no século XX. Seu acervo inicial é proveniente de companhias e famílias circenses, com destaque para os arquivos do Circo Nerino (1913-1964) e do Circo Garcia (1928-2003)."
5095,CASA HISTORICA CHACARA LANE,R DA CONSOLAÇAO 1024,,CONSOLAÇÃO,CULTURA,"A Chácara Lane - imóvel tombado em 2004 pelo CONPRESP / Conselho Municipal de Preservação do Patrimônio Histórico, Cultural e Ambiental da Cidade de São Paulo - é remanescente de uma antiga chácara paulistana construída no final do século XIX e uma importante referência histórica para a memória dos assentamentos urbanos na cidade. Naquele final de século os moradores mais abastados possuíam, além da sua moradia no núcleo urbano central, chácaras localizadas em áreas próximas do centro da cidade ou nos seus arrabaldes para o lazer familiar. Foi residência do Reverendo George W. Chamberlain e funcionou como sede da Escola Americana, que deu origem à Universidade Presbiteriana Mackenzie. Em 1906, o Dr. Lauriston Job Lane adquiriu da viúva do reverendo, Mary Amnesty Chamberlain, a chácara situada à rua da Consola&ccedi l;ão 176, compreendendo casa de morada e benfeitorias. O Dr. Job Lane construiu nesse terreno um consultório projetado pelo arquiteto Jorge Krug. No Brasil a passagem do século XIX para o XX foi marcada por mudanças na economia, política e sociedade. A República, o fim da escravidão e a expansão da economia cafeeira causaram profundas transformações na cidade de São Paulo, justamente na época em que as chácaras foram loteadas. A Chácara Lane, cujo endereço atual é a Rua da Consolação, entre as ruas Itambé e Piauí, contudo, permaneceu como chácara até os anos 1940, quando foi comprada pela prefeitura para abrir loteamento no local, que não foi executado, pois, os técnicos da época concluíram que as ruas seriam muito estreitas e somente casas pequenas poderiam ser construídas."
5096,ESPAÇO DE LEITURA  CECILIA MEIRELES,R ARAÇATUBA 522,,LAPA,CULTURA,
5097,ESPAÇO DE LEITURA  ZALINA ROLIM,R CORREDEIRA 26,,VILA MARIANA,CULTURA,
5098,GALERIA  OLIDO,AV SAO JOAO 473,,REPÚBLICA,CULTURA,
5099,CASA HISTORICA MONUMENTO A INDEPENDENCIA (CAPELA IMPERIAL),PQ INDEPENDENCIA S/N,,IPIRANGA,CULTURA,"O Monumento à Independência foi criado em 1922 como parte das comemorações do centenário da emancipação política brasileira. Em 1917, o Governo do Estado organizou um concurso, aberto à participação de artistas brasileiros e estrangeiros que apresentaram projetos e maquetes. O conjunto de maquetes foi exposto no Palácio das Indústrias. O meio cultural fez críticas à realização do concurso, à participação de artistas estrangeiros e à composição da comissão julgadora. O projeto vencedor foi o do artista italiano Ettore Ximenes, cuja aprovação não teve a unanimidade da comissão, que estranhou a ausência de elementos mais representativos do fato histórico brasileiro a ser perpetuado. O projeto de Ximenes foi então alterado, com a inclusão de episódios e personalidades vinculados ao processo da independência, tais como: a Revolução Pernambucana de 1817, a Inconfidência Mineira de 1789, as figuras de José Bonifácio de Andrada e Silva, Hipólito da Costa, Diogo Antonio Feijó e Joaquim Gonçalves Ledo, principais articuladores do movimento.  O monumento, embora não concluído, foi inaugurado em 7 de setembro de 1922, ficando completamente pronto somente quatro anos depois.  Ao longo do tempo, o monumento sofreu vários acréscimos. Em 1953, começou a ser construída, em seu interior, a cripta, onde seriam depositados os despojos da Imperatriz Leopoldina, em 1954. Em 1972, consolidou-se a sua sacralização com a vinda dos despojos de D. Pedro I e, posteriormente, em 1984, dos restos mortais de D. Amélia, segunda Imperatriz do Brasil. Em 2000 foi criado um novo espaço em seu interior, concebido pelo Departamento do Patrimônio Histórico (DPH), possibilitando o acesso público às entranhas desta escultura comemorativa. O trabalho concentrou-se nas alterações arquitetônicas no interior do monumento: novos acessos da Capela Imperial, construção da escada monumental , sanitários, áreas de apoio e serviços. Externamente foram restaurados os grupos escultóricos do monumento. O painel em alto-relevo, “Independência ou Morte”, recebeu intervenção interna e externa."
5101,MUSEU DO THEATRO MUNICIPAL,BAIXOS DO VIADUTO DO CHA S/N,,REPÚBLICA,CULTURA,"O Museu do Theatro Municipal foi inaugurado em 1983 e oferece ao público salas de exposições, depósitos de acervo, ateliês de montagens, objetos, documentos, gravações e reportagens pertinentes à história do Theatro, funcionando como um verdadeiro banco de dados da história artística e social da construção.  Gerenciado pelo Departamento de Patrimônio Histórico da Prefeitura de São Paulo, a instalação tem o objetivo de organizar exposições temporárias, oferecer material para consulta pública, manter uma biblioteca especializada com arquivo fotográfico e audiovisual e promover visitas culturais de cunho educativo."
5102,PAVILHÃO LUCAS NOGUEIRA GARCEZ - PAVILHAO OCA,AV PEDRO ALVARES CABRAL S/N ,,MOEMA,,
5103,PAVILHAO DAS  CULTURAS BRASILEIRAS,AV PEDRO ALVARES CABRAL S/N,,MOEMA,,
5104,PONTO DE LEITURA ANDRE VITAL,AV DOS METALURGICOS 2255,,CIDADE TIRADENTES,CULTURA,
5105,PONTO DE LEITURA CAROLINA MARIA DE JESUS,R TEREZINHA DO PRADO OLIVEIRA 119,,PARELHEIROS,CULTURA,"Carolina Maria de Jesus, nascida em Sacramento - MG, em 1914. Autora de diários e romance e também poeta. De família pobre, composta por mais sete irmãos, trabalha desde a infância. Sua escolaridade se resume aos dois anos que frequenta o Colégio Allan Kardec, provavelmente em 1923 e 1924. Neste ano, muda-se com a família para uma fazenda em Lageado, Minas Gerais, onde trabalham como lavradores. Retorna a Sacramento, em 1927, e, por causa das dificuldades econômicas, migra para Franca, São Paulo, em 1930, passando o primeiro ano na fazenda Santa Cruz e, depois, na cidade, onde trabalha como ajudante na Santa Casa de Franca, auxiliar de cozinha e doméstica. Com a morte da mãe em 1937, vai para São Paulo em busca de melhores condições de vida. De 1948 a 1961, reside na favela Canindé, sobrevivendo como catadora de papel e ferro velho. Em 1958, o jornalista Audálio Dantas, numa reportagem sobre a inauguração de um playground no Canindé, conhece Carolina e se interessa pelos seus 35 cadernos de anotações em forma de diário, e publica um artigo na Folha da Noite. Em 1959, trabalhando na revista O Cruzeiro, o jornalista divulga trechos dos relatos escritos pela autora e, posteriormente, empenha-se na publicação que reúne esses relatos, Quarto de Despejo: Diário de uma Favelada, lançado em 1960, com notável sucesso editorial. Carolina muda-se para uma casa que consegue comprar no bairro de Santana e mantém o diário com registros do que lhe acontece ali, depois editados em Casa de Alvenaria: Diário de uma Ex-favelada, em 1961. Em 1963, publica Pedaços da Fome, seu único romance, que tem pouca repercussão. Em função dos contínuos desentendimentos com seus editores, bem como das dificuldades enfrentadas para manter-se em evidência e adaptar-se à vida no bairro de classe média, muda-se para um sítio no bairro de Parelheiros, São Paulo, em 1969, onde é praticamente esquecida pelo mercado editorial, apesar de algumas tentativas de voltar à cena literária. Após sua morte, são editadas obras escritas entre 1963 a 1977, das quais a mais significativa é Diário de Bitita, com suas memórias de infância e juventude, inicialmente lançado na França. Faleceu em São Paulo - SP, no ano de 1977."
5106,PONTO DE LEITURA GRACILIANO RAMOS,R PROF OSCAR BARRETO FILHO 252,,GRAJAÚ,CULTURA,
5107,PONTO DE LEITURA JARDIM LAPENA,R SERRA DA JURUOCA S/N,,SÃO MIGUEL,CULTURA,"Espaços criados em bairros desprovidos de equipamentos culturais ou de difícil acesso às bibliotecas públicas. Os Pontos de Leitura, com acervo de 2.000 itens, entre livros, revistas, jornais e obras de referência, permitem que a população local tenha acesso à leitura e à informação."
5108,PONTO DE LEITURA JUSCELINO KUBISTCHEK,AV INACIO MONTEIRO 55,,CIDADE TIRADENTES,CULTURA,
5109,PONTO DE LEITURA OLIDO,AV SAO JOAO 473,,REPÚBLICA,CULTURA,
5110,PONTO DE LEITURA PARQUE DO PIQUERI,R TUIUTI 515,,TATUAPÉ,CULTURA,"Inaugurado em 13 de dezembro de 1999  Espaços criados em bairros desprovidos de equipamentos culturais ou de difícil acesso às bibliotecas públicas. Os Pontos de Leitura, com acervo de 2.000 itens, entre livros, revistas, jornais e obras de referência, permitem que a população local tenha acesso à leitura e à informação."
5111,PONTO DE LEITURA PARQUE DO RODEIO,R IGARAPE DA BELA AURORA S/N,,CIDADE TIRADENTES,CULTURA,"Espaços criados em bairros desprovidos de equipamentos culturais ou de difícil acesso às bibliotecas públicas. Os Pontos de Leitura, com acervo de 2.000 itens, entre livros, revistas, jornais e obras de referência, permitem que a população local tenha acesso à leitura e à informação."
5112,PONTO DE LEITURA PRAÇA DO BAMBUZAL,R DA COLONIA NOVA S/N,,JARDIM ÂNGELA,CULTURA,"Espaços criados em bairros desprovidos de equipamentos culturais ou de difícil acesso às bibliotecas públicas. Os Pontos de Leitura, com acervo de 2.000 itens, entre livros, revistas, jornais e obras de referência, permitem que a população local tenha acesso à leitura e à informação."
5113,PONTO DE LEITURA SAO MATEUS,R FORTALEZA DE ITAPEMA 268,,SAO MATEUS,CULTURA,"Espaços criados em bairros desprovidos de equipamentos culturais ou de difícil acesso às bibliotecas públicas. Os Pontos de Leitura, com acervo de 2.000 itens, entre livros, revistas, jornais e obras de referência, permitem que a população local tenha acesso à leitura e à informação."
5114,PONTO DE LEITURA SEVERINO DO RAMO,R BR DE ALAGOAS 340,,ITAIM PAULISTA,CULTURA,
5115,PONTO DE LEITURA UNIAO DOS MORADORES DO PARQUE ANHANGUERA,R AMADEU CAEGO MONTEIRO 209,,,CULTURA,
5116,PONTO DE LEITURA VILA MARA,R CONCEIÇAO DE ALMEIDA 170,,SÃO MIGUEL,CULTURA,"Espaços criados em bairros desprovidos de equipamentos culturais ou de difícil acesso às bibliotecas públicas. Os Pontos de Leitura, com acervo de 2.000 itens, entre livros, revistas, jornais e obras de referência, permitem que a população local tenha acesso à leitura e à informação."
5117,CENTRO CULTURAL PRAÇA DAS ARTES,Av São João 281 ,,SÉ,CULTURA,
5118,CASA HISTORICA SITIO DA RESSACA,R NADRA RAFFOUL MOKODSI 3,,JABAQUARA,CULTURA,"A Casa do Sítio da Ressaca, como hoje é conhecida, foi sede de um sítio localizado nas proximidades do antigo caminho de Santo Amaro, que era banhado pelo córrego do Barreiro, também chamado Fagundes e Ressaca. Situada à meia encosta de uma colina, a Casa data, provavelmente, de 1719, ano inscrito na verga de sua porta principal. Algumas de suas telhas são ainda originais e trazem inscrições do século XVIII, como a data de fabricação e o nome do oleiro. As portas e batentes, em canela preta, também são originais. A técnica construtiva empregada neste imóvel foi a taipa de pilão, que consistia em socar o barro com a mão de pilão entre pranchas verticais de madeira (taipal), formando-se assim as paredes externas com cerca de 50 cm de espessura; as paredes internas eram originalmente de pau-a-pique. Introduzida pelos portugueses, essa técnica de origem árabe foi amplamente utilizada pelos paulistas que, devido ao seu isolamento geográfico, dependiam essencialmente do barro como recurso para construção. A Casa do Sítio da Ressaca possui algumas peculiaridades em relação aos demais exemplares de casas bandeiristas existentes na cidade: a assimetria de sua planta, um único alpendre não centralizado na fachada principal e o telhado de duas águas. Seu último proprietário, Antonio Cantarella, responsável pela urbanização do bairro do Jabaquara, transformou o sítio em chácara, realizando seu loteamento em 1969. Esta modificação coincidiu com a chegada do metrô à região e a desapropriação de mais de um terço da área para instalação do seu pátio de manobras."
5119,CASA HISTORICA SITIO MORRINHOS,R SANTO ANSELMO 102,,,CULTURA,"Localizado na Rua Santo Anselmo, no Jardim São Bento, o Sítio Morrinhos é um conjunto arquitetônico composto pela casa sede, construída no início do século XVIII, por diversas construções anexas datadas da segunda metade do século XIX e outras do início do século XX. Todo o conjunto está implantado no centro de uma extensa área verde, formada por árvores frutíferas e ornamentais. Na verga da porta principal da casa sede encontra-se a inscrição “1702”, provavelmente a data de sua construção. Originalmente, foi uma residência rural servindo como sede de sítio, propriedade da família Baruel. Em 1902, toda a área foi levada a leilão e arrematada pela Associação Pedagógica Paulista, como representante do Mosteiro de São Bento. A partir de então, o conjunto arquitetônico foi utilizado como chácara de descanso de seus membros nos finais de semana. Em 1952, o Mosteiro de São Bento faz um acordo com a firma Camargo Correa S.A. para a realização do loteamento da região que deu origem ao atual bairro Jardim São Bento. A partir desse acordo, Sebastião Ferraz de Camargo passou a ser o proprietário do lote onde se encontra esse conjunto e, em 1952, doou o imóvel para a Prefeitura do Município de São Paulo. A casa sede, a porção mais antiga do conjunto, apresenta tipologia construtiva com as características da chamada arquitetura bandeirista, sendo construída com a técnica de taipa de pilão. Apresenta no pavimento térreo cinco cômodos e um alpendre, no pavimento superior a camarinha construída pelos beneditinos no início do século XX. As construções anexas, antigamente utilizadas como senzala, abrigo para animais e oficinas, são de alvenaria de tijolos do século XIX. O Sítio Morrinhos nunca fora aberto à visitação pública devido ao seu precário estado de conservação. Em 1984, foram executadas obras de consolidação e reforço estrutural. Em 2000, teve início a restauração e conservação de todo o conjunto. Seu projeto arquitetônico foi elaborado a partir de pesquisas históricas e prospecções arqueológicas, envolvendo a execução de serviços de preservação de elementos antigos e princípios arquitetônicos com características contemporâneas como pisos, jiraus e todo o sistema de iluminação museológica."
5120,CASA HISTORICA SOLAR DA MARQUESA DE SANTOS,R ROBERTO SIMONSEN 136,,SÉ,CULTURA,"Partindo do Páteo do Colégio, os primeiros povoadores passaram a ocupar os terrenos vizinhos, construindo suas moradias e formando as primeiras ruas da cidade. Na Rua do Carmo, hoje Roberto Simonsen no 136-A (antigo nº 3), localiza-se o Solar da Marquesa de Santos, raro exemplar de residência urbana do século XVIII. Não há dados precisos sobre a data de construção desse imóvel. Em 1802, foi dado como pagamento de dívidas ao Brigadeiro José Joaquim Pinto de Morais Leme, primeiro proprietário documentalmente comprovado. Contudo, documentos do século XVIII indicam a existência de quatro casas na Rua do Carmo entre 1739 e 1754. A junção de duas dessas casas de taipa de pilão teria originado o Solar, conforme registros fotográficos do século XIX, além de prospecções arqueológicas e análises arquitetônicas realizadas pelo Departamento do Patrimônio Histórico (DPH). A Marquesa de Santos, Domitila de Castro Canto e Melo, foi a proprietária entre 1834 e 1867, adquirindo o imóvel da herdeira do Brigadeiro Leme. A partir de então, tornaram-se famosas as festas ali realizadas, e o imóvel passou a ser conhecido como Palacete do Carmo, uma das residências mais aristocráticas de São Paulo. Com sua morte, a propriedade da casa passou para seu filho, o Comendador Felício Pinto de Mendonça e Castro.No ano de 1880, é colocada em hasta pública e arrematada pela Mitra Diocesana, que aí instalou o Palácio Episcopal, introduzindo modificações no local, como a construção de uma capela e de uma cripta sob o altar-mor. É desse momento, provavelmente, a inclusão de características neoclássicas em sua fachada principal. Em 1909, o imóvel foi adquirido pela The São Paulo Gaz Company, que nele instalou o seu escritório. Para adaptar-se ao novo uso, a casa passou por diversas modificações e ampliações: foram demolidas paredes de taipa de pilão e janelas e portas, transformadas em vitrines. Para melhorar a iluminação e a ventilação, foi aberto um pátio na lateral direita do lote, alterando o desenho do telhado.Na década de 1930 foram construídos anexos à edificação original, aumentando sua área útil e alterando por completo a fachada posterior do imóvel.Em 1967, a Companhia Paulista de Gás (sucessora da The São Paulo Gaz Company) foi desapropriada e todos os seus imóveis passaram à Prefeitura. Em 1975, já incorporado ao patrimônio municipal, o Solar foi sede da Secretaria Municipal de Cultura e alguns de seus departamentos, como o DPH, criado nesse ano. Os diferentes usos e adaptações sucessivas levaram à descaracterização do imóvel, exigindo sua recuperação, que teve início em 1991. As pesquisas, que embasaram o projeto e as obras de restauração, revelaram não ser possível reconstituir qualquer estágio de construção dentre os vários pelos quais passou o Solar. Deste modo, o restauro realizado, conforme normas internacionais para intervenções em bens histórico-arquitetônicos, procurou preservar e destacar elementos de suas várias etapas construtivas: a conservação dos amplos ambientes do andar térreo, resultantes das diversas demolições, a preservação no pátio interno de vestígios remanescentes da calçada do século XVIII e a demolição de intervenções da década de 1960. O pavimento superior conserva até hoje paredes de taipa de pilão e pau-a-pique do século XVIII e mantém as características ambientais das intervenções do século XIX, como forros apainelados, pinturas murais e artísticas e pisos assoalhados, entre outras. Trechos de diversas paredes foram deixados aparentes, com o intuito de informar sobre as antigas e as novas técnicas construtivas encontradas no Solar, como a taipa de pilão, o pau-a-pique, a taipa francesa e a alvenaria de tijolos. Quanto ao tratamento dado à fachada, optou-se por conservar sua feição neoclássica, já incorporada à paisagem do centro. O Solar da Marquesa de Santos, abriga atividades museológicas e a sede do Museu da Cidade de São Paulo."
5123,CEI ALFAZEMAS I,R ITAPIPINAS 610,,PONTE RASA,EDUCAÇÃO,
5126,CEI JARDIM HELENA I,AV KUMAKI AOKI 1145,,JARDIM HELENA,EDUCAÇÃO,
5127,CEI JARDIM LAPENA,R DR ALMIRO DOS REIS S/N,,SÃO MIGUEL,EDUCAÇÃO,
5128,EMEI PORTO NACIONAL,R PORTO NACIONAL S/N,,BRASILÂNDIA,EDUCAÇÃO,
5129,CEI JARDIM SANTA TEREZA,R AUGUSTO CESAR SANDINO S/N,,BRASILÂNDIA,EDUCAÇÃO,"CONSIDERANDO a necessidade de adequar a utilização de unidade escolar  vinculada à Diretoria Regional de Educação de Freguesia/Brasilândia à real demanda local na área da educação infantil, fica a Escola Municipal de Educação Infantil Jardim Santa Tereza, criada pelo Decreto nº 53.492, de 23 de outubro de 2012, transformada em Centro de Educação Infantil, a partir de 1º de janeiro de 2014."
5130,CEI PROFESSORA ANA LUCIA DE HOLANDA GAMBOA,CEI PROFESSORA ANA LUCIA DE HOLANDA GAMBOA,,SÃO MIGUEL,EDUCAÇÃO,"Ana Lúcia de Holanda Gambôa nasceu na cidade de Catende, município do estado de Pernambuco, em 30 de novembro de 1949. Filha de Maria Cecília da Conceição e José Canuto de Holanda, aos 4 anos de idade, veio com sua família para São Paulo. Com poucos recursos financeiros, foram morar na favela São José do Maranhão, situada no Parque São Jorge. Seu pai foi trabalhar na construção civil exercendo a função de pedreiro e carpinteiro e sua mãe lavava roupa para fora. Ana Lúcia começou a trabalhar muito cedo para ajudar no sustento da sua família que já havia aumentado e contava com 10 irmãos. Realizou vários tipos de tarefas, mas seu principal ofício foi de costureira. Em 1966, aos 16 anos, contraiu matrimônio com João Gambôa. Desta união nasceram 6 filhos. Morou em vários bairros de São Paulo, tendo como último endereço o Parque Santa Amélia. Organizou junto com seu esposo e outros moradores um movimento onde fundaram a Sociedade Amigos do Parque Santa Amélia e Adjacências. Nesta associação, realizou vários movimentos de reivindicação mobilizando a comunidade dentre os quais o mutirão ""Cata Lixo"" e o mutirão para colocação de guias e sarjetas nas ruas do bairro. Esta mobilização chamou a atenção dos políticos da época como o então prefeito Mário Covas. O prefeito entusiasmado com a luta da população deste bairro começou a trazer para o bairro várias melhorias, linha de ônibus, asfalto, limpeza e a criação de uma área de lazer e esportes num local onde existia um terreno baldio. A partir deste movimento, iniciou-se também a luta para criar um local que serviria para acolher crianças na faixa etária de 8 a 14 anos, com intuito de retirá-las da situação de risco das ruas no horário em que não estivessem na escola. Esta fundação recebeu o nome de OSEM (Orientação Sócio Educacional do Menor).  Foi na OSEM que Ana Lúcia iniciou o seu trabalho com crianças, exercendo a função de orientadora educacional, necessitando então retomar seus estudos já que não havia completado o antigo curso primário. Com essa tripla jornada, trabalhar, cuidar dos filhos e estudar, conseguiu concluir o ginásio e prestou concurso público para a função de ADI (Auxiliar de Desenvolvimento Infantil), indo trabalhar na creche do Parque Santa Amélia, com crianças de 0 a 5 anos de idade. Completou o segundo grau, no ano de 1994. Em 2004, foi trabalhar no CEI do CEU Vila Curuçá. Motivada pela proposta inovadora de educação que o CEU oferecia, decidiu retomar os estudos e, em 2004, concluiu o nível médio para o magistério na educação infantil. Em 2007, graduou-se no curso normal superior, a partir daí, novas idéias e projetos surgiram. Projetos esses que foram executados com êxito. Dentre as inúmeras ações educacionais das quais participou durante esses anos, podemos destacar a sua atenção no projeto ""Tocar e Trocar: a inclusão do amor como currículo essencial"", desenvolvido neste CEI no ano de 2008, o qual recebeu ""Menção Honrosa"" no 3º Prêmio Paulo Freire pela Qualidade do Ensino Público Municipal, promovido pela Câmara Municipal de São Paulo. Contudo, em 2010, todos os projetos se estacionaram, pois a luta agora seria outra, ou seja, contra o câncer. Após uma luta de dois anos contra a doença, Ana Lúcia não resistiu e faleceu no dia 18 de agosto de 2012, deixando uma história de amor pela educação e pelas crianças.   Nome oficializado pelo Decreto nº 53.501, de 29 de outubro de 2012."
5132,EMEI ESTRADA DO CORREDOR,ESTRADA DO CORREDOR 1140,,JARAGUÁ,EDUCAÇÃO,
5133,CEI VILA CLARICE,RUA DESEMBARGADOR JOAQUIM BANDEIRA DE MELO S/Nº,,PIRITUBA,EDUCAÇÃO,
5134,EMEI PROFESSORA FÚLVIA ROSEMBERG,R MOACIR GOMES DE ALMEIDA S/N,,CIDADE TIRADENTES,EDUCAÇÃO,"A professora Fúlvia Rosemberg graduou-se em Psicologia pela Universidade de São Paulo, em 1965, e realizou seu doutorado em Psicologia da Infância na Ecole Pratique des Hautes Etudes /Université de Paris, em 1969. Era professora titular da Pontifícia Universidade Católica de São Paulo, onde coordenou o Negri (Núcleo de Estudos de gênero, raça e idade). Atuou também como pesquisadora consultora da Fundação Carlos Chagas. No ano de 2010, representando o Movimento Interfóruns de Educação Infantil do Brasil (MIEIB) e a ANPEd, concedeu depoimento ao Senado sobre Projeto de Lei de alteração da LDB (PLS 414 e PLC 6755). Na ocasião, teve como linha mestra de argumentação “a necessidade de uma revisão urgente, consistente e reflexiva da LDB, particularmente no que diz respeito à educação infantil (creches e pré-escolas), em decorrência da Emenda Constitucional 59/09 (EC 59/09) que instituiu a obrigatoriedade da educação básica para crianças e jovens entre 4 e 17 anos de idade”. A homenageada faleceu em setembro de 2014."
5135,CEI PIRITUBA,AV ELISIO TEIXEIRA LEITE S/N,,JARAGUÁ,EDUCAÇÃO,
5136,CEI ILHA DA JUVENTUDE,R ILHA DA JUVENTUDE S/N,,JARAGUÁ,EDUCAÇÃO,
5137,CEI PARQUE DAS NAÇOES,R FERNANDO SABINO S/N,,JARAGUÁ,EDUCAÇÃO,
5138,EMEF CHACARA TURISTICA,R CACHOEIRO DE ITAPEMIRIM S/N,,JARAGUÁ,EDUCAÇÃO,
5139,EMEI PARQUE DAS NAÇOES I,R PAULO PATARRA S/N,,JARAGUÁ,EDUCAÇÃO,
5140,EMEI PROFESSORA MARISA RICCA XIMENES,RUA VERATRO S/N,,SÃO LUCAS,EDUCAÇÃO,"Marisa Ricca Ximenes nasceu em São Paulo, Capital e tem sua trajetória profissional ligada à cidade, onde cursou Pedagogia, História da Educação e concluiu o mestrado em educação pela USP. Na Prefeitura de São Paulo, iniciou sua carreira em 1981, como Professora Titular de Educação Infantil na EMEI (Escola Municipal de Educação Infantil) Princesa Isabel. Durante sua gestão na DREM 01, promoveu uma parceria entre o Instituto Baccarelli e os alunos das unidades da região de Heliópolis. Participou ativamente na criação do espaço onde atualmente funcionam as unidades educacionais do complexo de Heliópolis e levou a comunidade do Heliópolis a exercer seu papel como cidadã, ao incentivar a participação desta na vida escolar de seus filhos e na gestão escolar. Recebeu, em 1999, prêmio como melhor Delegada de Ensino, por sua atuação junto às unidades educacionais do NAE 12. Como Assessora Especial, teve significativa participação no desenvolvimento de projetos como: ""São Paulo é uma Escola"", ""Recreio nas Férias"", ""A violência contra crianças e adolescentes"", ""Esporte Escolar"", dentre outros. Esteve presente na inauguração dos novos CEUs e na organização desses espaços, propiciando a integração e bom desenvolvimento da política pública. Acompanhou projetos especiais como convênios com diversas entidades para o desenvolvimento de atividades extraescolares, nas áreas educacionais, culturais e esportivas. Fez parte da elaboração de documentos importantes como: ""Construindo uma Cultura Escolar de Prevenção à Violência Sexual contra Crianças e Adolescentes"", em parceria com a WCF; ""Orientações Curriculares Étnico raciais""; participando como co-autora em congressos internacionais, e outros. Teve sob sua responsabilidade inúmeros funcionários e muitos projetos: música, bandas e fanfarras, roupeiro, mamulengo, xadrez, atividades artístico-culturais, língua estrangeira, olimpíadas estudantis. A professora Marisa foi como pessoa e profissional um exemplo para todos: íntegra, ética e solidária, sempre pautou seu trabalho no sentido de oferecer aos alunos uma educação de qualidade. Todos os cargos que ocupou na Educação, o fez com competência, entusiasmo e doçura. Seu trabalho inovou em muitos aspectos, contribuindo com um novo modelo de gestão em sala de aula e na administração escolar da cidade de São Paulo. Recebeu título de Professora Emérita da Cidade de São Paulo em 2011. Faleceu em 28 de setembro de 2012.  Nome oficializado pelo Decreto nº 53.533, de 9 de novembro de 2012."
5141,CEI FAZENDA DO CARMO II A,R INDIRA GHANDI 2000,,CIDADE TIRADENTES,EDUCAÇÃO,
5142,CEI PEQUENINOS DO REINO,TRAVESSA DA DISPERSAO 20,,SÃO RAFAEL,EDUCAÇÃO,
5143,CEI COHAB TEOTONIO VILELA I,R TOMAS DE SANTA MARIA 78,,SAPOPEMBA,EDUCAÇÃO,
5144,CEI JARDIM LAPENA I,R SERRA DE JURUOCA SN,,SÃO MIGUEL,EDUCAÇÃO,
5145,TEATRO LEOPOLDO FROES,AV JOÃO DIAS 822,,SANTO AMARO,CULTURA,"O nome é uma homenagem ao ator Leopoldo Constantino Fróes da Cruz, nome artístico Leopoldo Fróes, nasceu em Niterói, Rio de Janeiro, em 30 de setembro de 1882.  Estreiou como ator no Teatro Príncipe Real, em Lisboa, com a peça ""O Rei Maldito"", de Marcelino Mesquita. De volta ao Brasil, em 1915, foi contratado pela Companhia de Dias Braga. E, logo depois, montou a sua própria companhia teatral, em parceria com a atriz Lucília Peres.  Entre 1917 e 1927, fez muito sucesso no Rio de Janeiro e em São Paulo e tornou-se o mais importante ator brasileiro de seu tempo. No auge de sua carreira, em 1918, fundou o Retiro dos Artistas — instituição para acolher os artistas idosos e sem amparo. No ano seguinte, recebe a doação de um terreno em Jacarepaguá, no Rio de Janeiro, onde foi instalado definitivamente o Retiro, ativo até os dias de hoje.  Durante a filmagem da película Noite de Núpcias, em Paris, contraiu tuberculose e, em consequência, morreu no dia 1º de março de 1932, em Davos/Suíça."
5146,ESPAÇO CULTURAL E ARTÍSTICO HERBERT LEVY,RUA FERREIRA DE SOUZA SN,,ITAIM BIBI,CULTURA,
5147,EMEF 19 DE NOVEMBRO,PRAÇA BAUXITA 99,,VILA MATILDE,EDUCAÇÃO,
5148,EMEF 22 DE MARCO,RUA FRANCISCO SOARES 51,,CAMPO LIMPO,EDUCAÇÃO,
5149,EMEI 25 DE JANEIRO,RUA PADRE FELICIANO DOMINGUES 182,,FREGUESIA DO Ó,EDUCAÇÃO,
5150,EMEI 7 DE SETEMBRO,BALTASAR ABADAL SN,,LIMÃO,EDUCAÇÃO,
5151,EMEF 8 DE MAIO,CAMBAXIRRA 176,,ITAQUERA,EDUCAÇÃO,
5152,EMEI 9 DE JULHO,DOS MÁRTIRES ARMÊNIOS 934,,TUCURUVI,EDUCAÇÃO,
5165,CR. P. CONV. ADELIA CURI,RUA  JOAQUIM DE ALMEIDA 411,,SAÚDE,,
5188,"EMEI ALBERTO MENDES JUNIOR, CAP.",RUA NOGUEIRA VIOTTI 452,,ITAIM PAULISTA,EDUCAÇÃO,
5203,"CR. P. CONV. DONA ALEXANDRINA VITURINA DA SILVA, DA.",ENGENHEIRO MARCILAC 7,,MARSILAC,,
5206,CR. P. CONV. ALICE DE OLIVEIRA SANTOS,ANDES 123,,LAJEADO,,
5214,CR. P. CONV. ALMERINDA SANTOS,DAS TAIPAS 2640,,JARAGUÁ,,
5216,"CR. P. CONV. ALTAIR MARTINS, LAR",DONA BELMIRA MARIN 3411,,GRAJAÚ,,
5238,CR. P. CONV. ANA CANDIDA BRASIL NAVARRO,BORGES LAGOA 1555,,MOEMA,,
5239,CR. P. CONV. ANA CLAUDINA DE CARVALHO FERRAZ DE CAMARGO,DO CHICO NUNES 241,,CAMPO LIMPO,,
5240,CR. P. CONV. ANA DE FATIMA,CONSTELAÇÃO DO CORVO47,,PARELHEIROS,,
